flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,base_price,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
9C8548,20:05:00,22:30:00,50,740,HGH,T3,SJW,T2,9C,A321
9C8553,7:35:00,10:55:00,50,710,SHE,T3,LHW,T3,9C,A321
9C8554,12:55:00,16:00:00,50,1050,LHW,T3,SHE,T3,9C,A321
9C8555,12:55:00,14:55:00,50,690,SJW,T2,HGH,T3,9C,A320
9C8556,16:20:00,18:35:00,50,870,HGH,T3,SJW,T2,9C,A320
9C8605,14:25:00,17:35:00,50,1120,NGB,T2,KMG,T1,9C,A320
9C8606,18:40:00,21:40:00,50,1030,KMG,T1,NGB,T2,9C,A320
9C8611,16:15:00,18:20:00,50,630,SWA,T1,NKG,T1,9C,A320
9C8612,10:20:00,12:25:00,50,490,NKG,T1,SWA,T1,9C,A320
9C8613,6:30:00,8:40:00,50,560,SZX,T3,CKG,T3,9C,A320
9C8614,9:45:00,11:45:00,50,500,CKG,T3,SZX,T3,9C,A320
9C8627,17:00:00,19:40:00,50,580,SJW,T2,KWL,T2,9C,A320
9C8628,20:30:00,23:15:00,50,630,KWL,T2,SJW,T2,9C,A320
9C8631,14:45:00,17:10:00,50,900,NGB,T2,ZUH,T1,9C,A320
9C8632,18:00:00,20:15:00,50,570,ZUH,T1,NGB,T2,9C,A321
9C8633,10:55:00,13:00:00,50,550,SWA,T1,NKG,T1,9C,A320
9C8634,14:05:00,16:00:00,50,460,NKG,T1,SWA,T1,9C,A320
9C8661,16:55:00,19:00:00,50,840,SJW,T2,CGQ,T2,9C,A320
9C8662,12:45:00,15:00:00,50,590,CGQ,T2,SJW,T2,9C,A320
9C8671,10:05:00,12:40:00,50,620,HIA,T1,HRB,T2,9C,A320
9C8672,14:35:00,17:15:00,50,890,HIA,T1,SZX,T3,9C,A320
9C8673,16:20:00,18:30:00,50,540,SJW,T2,HRB,T2,9C,A320
9C8674,19:30:00,22:05:00,50,570,HRB,T2,SJW,T2,9C,A320
9C8677,8:05:00,10:10:00,50,770,SHA,T1,SWA,T1,9C,A320
9C8678,9:55:00,12:00:00,50,710,SWA,T1,SHA,T1,9C,A321
9C8679,19:05:00,22:00:00,50,790,CAN,T3,SJW,T2,9C,A321
9C8680,14:35:00,17:55:00,50,960,SJW,T2,CAN,T3,9C,A321
9C8683,8:40:00,11:45:00,50,710,NGB,T2,HRB,T2,9C,A320
9C8684,12:45:00,16:00:00,50,840,HRB,T2,NGB,T2,9C,A320
9C8697,17:45:00,21:15:00,50,1000,PVG,T2,YZY,T1,9C,A320
9C8701,16:35:00,19:20:00,50,800,NGB,T2,KWE,T2,9C,A320
9C8702,14:20:00,16:45:00,50,880,KWE,T2,NGB,T2,9C,A321
9C8727,16:40:00,20:20:00,50,1020,XMN,T4,CGQ,T2,9C,A320
9C8728,11:25:00,15:25:00,50,1190,CGQ,T2,XMN,T4,9C,A320
9C8729,11:50:00,15:00:00,50,850,YTY,T1,KMG,T1,9C,A320
9C8730,16:05:00,19:05:00,50,740,KMG,T1,YTY,T1,9C,A321
9C8731,14:00:00,16:45:00,50,700,SHE,T3,NGB,T2,9C,A321
9C8732,17:20:00,19:55:00,50,820,NGB,T2,SHE,T3,9C,A320
9C8733,14:35:00,17:00:00,50,650,PVG,T2,TYN,T2,9C,A321
9C8734,17:55:00,20:25:00,50,880,TYN,T2,PVG,T2,9C,A321
9C8737,7:05:00,9:05:00,50,650,SHA,T1,DOY,T1,9C,A320
9C8738,9:50:00,11:40:00,50,710,DOY,T1,SHA,T1,9C,A320
9C8749,16:45:00,18:55:00,50,760,PVG,T2,TYN,T2,9C,A321
9C8751,18:35:00,19:55:00,50,560,JGS,T1,NGB,T2,9C,A320
9C8752,16:10:00,18:05:00,50,640,JGS,T1,CKG,T3,9C,A321
9C8753,6:25:00,9:05:00,50,520,SZX,T3,XIY,T5,9C,A320
9C8754,10:10:00,13:05:00,50,540,XIY,T5,SZX,T3,9C,A320
9C8763,14:05:00,15:40:00,50,550,YTY,T1,FOC,T1,9C,A320
9C8764,16:30:00,18:10:00,50,610,FOC,T1,YTY,T1,9C,A320
9C8775,14:15:00,16:45:00,50,640,SHA,T1,SZX,T3,9C,A321
9C8776,17:50:00,20:15:00,50,540,SZX,T3,SHA,T1,9C,A320
9C8779,7:25:00,10:55:00,50,950,PVG,T2,SYX,T1,9C,A320
9C8780,11:55:00,15:20:00,50,890,SYX,T2,PVG,T2,9C,A320
9C8785,13:00:00,14:55:00,50,770,YNZ,T2,FOC,T1,9C,A321
9C8786,18:45:00,20:45:00,50,850,YNZ,T2,SHE,T3,9C,A320
9C8803,19:15:00,21:10:00,50,430,SHA,T1,XMN,T4,9C,A321
9C8804,22:10:00,23:55:00,50,710,XMN,T4,SHA,T1,9C,A321
9C8805,7:45:00,9:40:00,50,450,PVG,T2,XMN,T4,9C,A321
9C8806,10:40:00,12:35:00,50,580,XMN,T4,PVG,T2,9C,A321
9C8809,7:20:00,9:55:00,50,780,PVG,T2,CGQ,T2,9C,A320
9C8810,11:00:00,13:45:00,50,690,CGQ,T2,PVG,T2,9C,A320
9C8815,7:15:00,9:05:00,50,540,SHA,T1,XMN,T4,9C,A321
9C8816,10:05:00,11:45:00,50,570,XMN,T4,SHA,T1,9C,A320
9C8819,7:50:00,10:50:00,50,810,SHA,T1,TFU,T2,9C,A320
9C8820,20:35:00,23:10:00,50,720,TFU,T2,SHA,T1,9C,A320
9C8825,9:30:00,12:00:00,50,610,SJW,T2,NGB,T2,9C,A320
9C8826,14:40:00,16:55:00,50,530,NGB,T2,SJW,T2,9C,A321
9C8829,16:25:00,18:15:00,50,770,CGD,T1,KMG,T1,9C,A320
9C8830,22:05:00,23:55:00,50,420,CGD,T1,SHA,T1,9C,A320
9C8831,6:45:00,9:45:00,50,800,SHE,T3,XIY,T5,9C,A320
9C8832,6:25:00,9:00:00,50,760,XIY,T5,SHE,T3,9C,A321
9C8835,7:15:00,9:40:00,50,700,SHA,T1,CAN,T3,9C,A321
9C8836,10:45:00,13:10:00,50,560,CAN,T3,SHA,T1,9C,A321
9C8837,11:55:00,13:50:00,50,680,SHA,T1,XMN,T4,9C,A321
9C8838,14:50:00,16:45:00,50,800,XMN,T4,SHA,T1,9C,A321
9C8843,8:00:00,9:55:00,50,490,PVG,T2,DLC,T1,9C,A321
9C8844,10:55:00,12:55:00,50,550,DLC,T1,PVG,T2,9C,A320
9C8845,10:50:00,14:40:00,50,920,XIY,T5,URC,T2,9C,A320
9C8846,15:55:00,19:25:00,50,930,URC,T2,XIY,T5,9C,A321
9C8847,13:40:00,17:00:00,50,850,PVG,T2,LHW,T3,9C,A321
9C8848,14:50:00,17:35:00,50,970,LHW,T3,PVG,T2,9C,A320
9C8853,19:10:00,21:00:00,50,570,PVG,T2,XMN,T4,9C,A320
9C8854,22:00:00,23:45:00,50,630,XMN,T4,PVG,T2,9C,A320
9C8855,12:50:00,15:25:00,50,520,SHA,T1,CAN,T3,9C,A320
9C8856,16:30:00,18:45:00,50,780,CAN,T3,SHA,T1,9C,A320
9C8859,7:10:00,9:55:00,50,990,PVG,T2,HRB,T2,9C,A321
9C8860,13:40:00,16:50:00,50,670,HRB,T1,PVG,T2,9C,A321
9C8865,12:10:00,17:40:00,50,1000,SHA,T1,URC,T2,9C,A321
9C8866,18:40:00,23:20:00,50,780,URC,T2,SHA,T1,9C,A321
9C8867,18:05:00,20:50:00,50,630,PVG,T2,CKG,T2,9C,A321
9C8868,22:05:00,0:45:00,50,980,CKG,T3,PVG,T2,9C,A321
9C8869,16:00:00,19:00:00,50,690,PVG,T2,HRB,T1,9C,A320
9C8879,16:10:00,17:55:00,50,800,SJW,T2,DLC,T1,9C,A320
9C8880,8:35:00,10:10:00,50,720,DLC,T1,SJW,T2,9C,A320
9C8881,10:40:00,13:10:00,50,910,SHA,T1,SZX,T3,9C,A320
9C8882,14:15:00,16:30:00,50,600,SZX,T3,SHA,T1,9C,A321
9C8885,17:05:00,19:55:00,50,930,SHA,T1,KWE,T2,9C,A321
9C8886,20:55:00,23:30:00,50,660,KWE,T2,SHA,T1,9C,A321
9C8897,7:40:00,10:30:00,50,630,SHA,T1,CKG,T3,9C,A320
9C8898,11:35:00,13:55:00,50,540,CKG,T3,SHA,T1,9C,A321
9C8901,12:15:00,15:30:00,50,980,PVG,T2,MIG,T1,9C,A321
9C8902,16:15:00,19:00:00,50,990,MIG,T1,PVG,T2,9C,A320
9C8909,7:00:00,8:35:00,50,670,SHA,T1,JJN,T1,9C,A320
9C8910,9:20:00,10:50:00,50,550,JJN,T1,SHA,T1,9C,A320
9C8917,6:40:00,8:55:00,50,900,SHA,T1,SZX,T3,9C,A320
9C8918,10:10:00,12:35:00,50,670,SZX,T3,SHA,T1,9C,A320
9C8919,21:10:00,23:45:00,50,620,HGH,T3,SHE,T3,9C,A320
9C8920,17:00:00,19:50:00,50,890,SHE,T3,HGH,T3,9C,A320
9C8929,21:50:00,0:30:00,50,520,SHA,T1,CAN,T3,9C,A320
9C8930,6:45:00,9:10:00,50,890,CAN,T3,SHA,T1,9C,A321
9C8931,17:35:00,20:00:00,50,580,SHA,T1,CAN,T3,9C,A320
9C8932,21:10:00,23:25:00,50,520,CAN,T3,SHA,T1,9C,A320
9C8935,15:10:00,17:50:00,50,770,PVG,T2,CGQ,T2,9C,A320
9C8936,19:30:00,22:20:00,50,960,CGQ,T2,PVG,T2,9C,A320
9C8943,7:25:00,10:05:00,50,780,YTY,T1,HRB,T2,9C,A320
9C8944,11:15:00,14:15:00,50,810,HRB,T2,YTY,T1,9C,A321
9C8945,20:55:00,23:40:00,50,740,SHA,T1,XIY,T5,9C,A320
9C8946,6:00:00,8:10:00,50,500,XIY,T5,SHA,T1,9C,A320
9C8947,13:50:00,16:25:00,50,650,SHA,T1,XIY,T5,9C,A321
9C8948,17:30:00,19:55:00,50,670,XIY,T5,SHA,T1,9C,A320
9C8949,17:20:00,19:45:00,50,540,SHA,T1,SZX,T3,9C,A321
9C8950,20:50:00,23:20:00,50,510,SZX,T3,SHA,T1,9C,A321
9C8953,7:55:00,11:20:00,50,770,SHA,T1,KMG,T1,9C,A320
9C8954,12:45:00,16:00:00,50,800,KMG,T1,SHA,T1,9C,A320
9C8955,21:40:00,0:15:00,50,760,SHA,T1,SZX,T3,9C,A320
9C8956,7:15:00,9:35:00,50,910,SZX,T3,SHA,T1,9C,A320
9C8969,16:40:00,19:20:00,50,680,YTY,T1,KWE,T2,9C,A320
9C8970,20:55:00,23:25:00,50,580,KWE,T2,YTY,T1,9C,A320
9C8975,7:05:00,9:50:00,50,1030,SJW,T2,XMN,T4,9C,A321
9C8976,10:50:00,13:40:00,50,1000,XMN,T4,SJW,T2,9C,A320
9C8977,12:55:00,15:00:00,50,720,PVG,T2,DLC,T1,9C,A320
9C8978,17:00:00,19:05:00,50,550,DLC,T1,PVG,T2,9C,A321
9C8981,22:50:00,0:55:00,50,550,PVG,T2,DLC,T1,9C,A321
9C8982,22:15:00,0:25:00,50,600,DLC,T1,PVG,T2,9C,A321
9C8993,19:25:00,22:00:00,50,870,SJW,T2,CKG,T3,9C,A321
9C8994,23:05:00,1:10:00,50,840,CKG,T3,SJW,T2,9C,A321
9C8995,16:05:00,19:00:00,50,1040,SHA,T1,CKG,T3,9C,A320
9C8996,20:15:00,22:40:00,50,710,CKG,T3,SHA,T1,9C,A320
9C8999,8:35:00,11:05:00,50,680,SJW,T2,CKG,T3,9C,A321
9C9000,12:10:00,14:20:00,50,480,CKG,T3,SJW,T2,9C,A321
CA1014,15:40:00,18:15:00,50,680,PEK,T1,PVG,T1,CA,A320
CA1082,1:05:00,3:25:00,50,770,PVG,T1,PEK,T1,CA,A320
CA1109,10:40:00,12:20:00,50,620,PEK,T2,XIL,T1,CA,A321
CA1110,13:00:00,14:25:00,50,410,XIL,T1,PEK,T2,CA,A320
CA1111,20:55:00,22:20:00,50,620,PEK,T2,HET,T1,CA,B738
CA1112,8:30:00,9:45:00,50,410,HET,T1,PEK,T2,CA,E190
CA1119,15:15:00,16:35:00,50,530,PEK,T3,CIH,T1,CA,E190
CA1120,17:15:00,18:45:00,50,650,CIH,T1,PEK,T3,CA,A321
CA1127,12:25:00,14:15:00,50,720,PEK,T2,YCU,T1,CA,B738
CA1128,15:15:00,17:15:00,50,580,YCU,T1,PEK,T2,CA,B738
CA1129,18:15:00,20:30:00,50,830,PEK,T3,HLD,T1,CA,B738
CA1130,21:15:00,23:25:00,50,840,HLD,T1,PEK,T3,CA,A321
CA1135,7:00:00,8:45:00,50,650,PEK,T3,HLH,T1,CA,B738
CA1136,9:30:00,11:25:00,50,460,HLH,T1,PEK,T3,CA,B738
CA1139,17:45:00,19:20:00,50,470,PEK,T2,YCU,T1,CA,B738
CA1140,20:05:00,21:45:00,50,480,YCU,T1,PEK,T3,CA,B737
CA1141,6:45:00,8:10:00,50,710,PEK,T2,DSN,T1,CA,B738
CA1142,8:55:00,10:25:00,50,690,DSN,T1,PEK,T2,CA,ARJ21
CA1143,8:15:00,9:40:00,50,730,PEK,T3,LLV,T1,CA,B738
CA1144,10:25:00,12:10:00,50,600,LLV,T1,PEK,T3,CA,A320
CA1145,7:00:00,8:15:00,50,440,PEK,T3,TYN,T1,CA,E190
CA1146,9:05:00,10:20:00,50,400,TYN,T1,PEK,T3,CA,A321
CA1147,9:00:00,10:40:00,50,580,PEK,T3,RLK,T1,CA,A319
CA1148,11:25:00,13:05:00,50,730,RLK,T1,PEK,T3,CA,A321
CA1149,16:15:00,17:45:00,50,700,PEK,T2,DSN,T1,CA,ARJ21
CA1150,18:30:00,20:00:00,50,690,DSN,T1,PEK,T2,CA,A320
CA1201,13:55:00,16:25:00,50,690,PEK,T3,XIY,T2,CA,B737
CA1202,17:30:00,20:15:00,50,520,XIY,T2,PEK,T3,CA,A320
CA1203,12:25:00,14:45:00,50,870,PEK,T3,XNN,T3,CA,A319
CA1204,16:00:00,18:30:00,50,740,XNN,T3,PEK,T3,CA,A320
CA1205,19:45:00,22:15:00,50,850,PEK,T3,XIY,T2,CA,B738
CA1206,8:30:00,10:55:00,50,810,XIY,T2,PEK,T3,CA,B737
CA1207,10:15:00,12:40:00,50,540,PEK,T3,LHW,T3,CA,A320
CA1208,13:45:00,16:00:00,50,580,LHW,T3,PEK,T3,CA,ARJ21
CA1209,9:55:00,12:15:00,50,810,PEK,T3,XIY,T2,CA,B738
CA1210,13:30:00,16:15:00,50,850,XIY,T2,PEK,T3,CA,A320
CA1211,11:25:00,15:45:00,50,1190,PEK,T3,URC,T1,CA,A333
CA1212,16:55:00,20:45:00,50,1110,URC,T1,PEK,T3,CA,A321
CA1213,6:45:00,8:40:00,50,440,PEK,T2,INC,T1,CA,B738
CA1214,9:45:00,11:40:00,50,790,INC,T1,PEK,T2,CA,A321
CA1215,6:40:00,12:25:00,50,1040,PEK,T3,KHG,T2,CA,A333
CA1216,13:30:00,18:30:00,50,980,KHG,T2,PEK,T3,CA,B789
CA1219,14:45:00,16:40:00,50,790,PEK,T2,INC,T1,CA,A321
CA1220,17:30:00,19:30:00,50,850,INC,T1,PEK,T2,CA,A320
CA1221,16:30:00,18:50:00,50,850,PEK,T3,LHW,T3,CA,A320
CA1222,19:40:00,21:55:00,50,500,LHW,T3,PEK,T3,CA,A320
CA1226,11:35:00,14:00:00,50,900,XIY,T2,PEK,T3,CA,B737
CA1227,11:55:00,14:00:00,50,510,PEK,T2,INC,T1,CA,A320
CA1228,14:50:00,16:35:00,50,610,INC,T1,PEK,T2,CA,A321
CA1229,16:00:00,18:15:00,50,580,PEK,T3,XIY,T2,CA,A320
CA1231,7:15:00,9:45:00,50,650,PEK,T3,XIY,T2,CA,ARJ21
CA1232,11:00:00,13:25:00,50,820,XIY,T2,PEK,T3,CA,B737
CA1233,7:15:00,11:55:00,50,800,PEK,T3,KRY,T1,CA,A333
CA1234,12:40:00,16:35:00,50,910,KRY,T1,PEK,T3,CA,B738
CA1237,6:15:00,9:50:00,50,770,PEK,T3,HMI,T1,CA,A333
CA1238,11:00:00,13:55:00,50,940,HMI,T1,PEK,T3,CA,A320
CA1242,11:55:00,16:00:00,50,1280,AAT,T1,PEK,T3,CA,B789
CA1245,12:40:00,18:55:00,50,1450,PEK,T3,HTN,T1,CA,A333
CA1251,7:40:00,12:05:00,50,810,PEK,T3,URC,T1,CA,A333
CA1252,13:15:00,17:00:00,50,900,URC,T1,PEK,T3,CA,B738
CA1253,10:40:00,15:15:00,50,730,PEK,T3,URC,T1,CA,B789
CA1254,16:25:00,20:30:00,50,930,URC,T1,PEK,T3,CA,B738
CA1255,15:35:00,20:45:00,50,1430,PEK,T3,YIN,T1,CA,A333
CA1256,21:25:00,1:35:00,50,840,YIN,T1,PEK,T2,CA,A333
CA1257,7:30:00,12:25:00,50,1190,PEK,T2,KRL,T1,CA,B738
CA1258,13:10:00,17:15:00,50,1260,KRL,T1,PEK,T2,CA,A333
CA1263,18:30:00,20:15:00,50,740,PEK,T2,INC,T1,CA,A320
CA1264,21:05:00,22:55:00,50,620,INC,T1,PEK,T2,CA,B738
CA1267,6:20:00,8:40:00,50,600,PEK,T3,XNN,T3,CA,B738
CA1268,9:25:00,11:45:00,50,500,XNN,T3,PEK,T3,CA,ARJ21
CA1269,17:10:00,19:10:00,50,590,PEK,T3,ENY,T1,CA,A321
CA1270,20:00:00,21:55:00,50,790,ENY,T1,PEK,T3,CA,B737
CA1271,11:40:00,14:15:00,50,680,PEK,T3,LHW,T3,CA,A320
CA1272,15:30:00,18:00:00,50,560,LHW,T3,PEK,T3,CA,A320
CA1273,13:40:00,16:05:00,50,700,PEK,T3,LHW,T3,CA,A320
CA1274,17:00:00,19:30:00,50,610,LHW,T3,PEK,T3,CA,A320
CA1277,19:45:00,22:15:00,50,780,PEK,T3,LHW,T3,CA,B737
CA1278,8:15:00,10:25:00,50,780,LHW,T3,PEK,T3,CA,B737
CA1279,7:00:00,8:50:00,50,760,PEK,T3,ENY,T1,CA,B737
CA1280,9:35:00,11:20:00,50,780,ENY,T1,PEK,T2,CA,A320
CA1283,16:15:00,18:30:00,50,550,PEK,T3,HZG,T1,CA,B738
CA1284,19:15:00,21:30:00,50,910,HZG,T1,PEK,T3,CA,B738
CA1285,11:40:00,15:10:00,50,1040,PEK,T3,DNH,T1,CA,A333
CA1286,16:00:00,19:15:00,50,1140,DNH,T1,PEK,T3,CA,A321
CA1289,9:00:00,11:15:00,50,880,PEK,T3,XIY,T2,CA,B738
CA1290,12:30:00,14:45:00,50,910,XIY,T2,PEK,T3,CA,A321
CA1291,15:30:00,19:50:00,50,1120,PEK,T3,URC,T1,CA,A320
CA1292,21:10:00,0:55:00,50,820,URC,T1,PEK,T3,CA,A321
CA1293,14:40:00,18:40:00,50,1310,PEK,T3,URC,T1,CA,A333
CA1295,20:15:00,0:30:00,50,1230,PEK,T3,URC,T1,CA,A333
CA1296,10:45:00,14:30:00,50,690,URC,T1,PEK,T3,CA,A321
CA1297,17:45:00,18:40:00,50,410,AKU,T1,TWC,T1,CA,A320
CA1298,19:25:00,20:15:00,50,370,TWC,T1,AKU,T1,CA,A319
CA1299,12:55:00,14:30:00,50,550,PEK,T3,UYN,T1,CA,A319
CA1300,15:15:00,17:00:00,50,570,UYN,T1,PEK,T3,CA,A320
CA1301,15:00:00,18:20:00,50,600,PEK,T3,CAN,T3,CA,A320
CA1302,19:40:00,22:55:00,50,1060,CAN,T3,PEK,T3,CA,A333
CA1303,12:55:00,16:25:00,50,1120,PEK,T3,SZX,T3,CA,A333
CA1304,18:00:00,21:30:00,50,1200,SZX,T3,PEK,T3,CA,B789
CA1305,18:00:00,21:35:00,50,1150,PEK,T3,SZX,T3,CA,A333
CA1306,8:55:00,12:10:00,50,700,SZX,T3,PEK,T3,CA,A320
CA1307,20:15:00,23:35:00,50,1040,PEK,T3,SZX,T3,CA,A321
CA1308,10:30:00,13:45:00,50,710,SZX,T3,PEK,T3,CA,A321
CA1309,18:15:00,21:35:00,50,760,PEK,T3,CAN,T3,CA,B789
CA1311,9:15:00,12:40:00,50,670,PEK,T3,NNG,T2,CA,A333
CA1312,13:40:00,17:15:00,50,840,NNG,T2,PEK,T3,CA,A320
CA1313,10:40:00,14:25:00,50,840,PEK,T3,SZX,T3,CA,B789
CA1314,16:00:00,19:15:00,50,940,SZX,T3,PEK,T3,CA,B738
CA1315,10:55:00,14:25:00,50,810,PEK,T3,CAN,T3,CA,B789
CA1316,15:40:00,19:00:00,50,1100,CAN,T3,PEK,T3,CA,A321
CA1318,14:40:00,18:00:00,50,960,CAN,T3,PEK,T3,CA,A333
CA1321,9:00:00,12:20:00,50,1100,PEK,T3,CAN,T3,CA,B738
CA1322,13:40:00,16:45:00,50,1070,CAN,T3,PEK,T3,CA,A320
CA1323,14:10:00,17:40:00,50,770,PEK,T3,ZUH,T1,CA,A320
CA1324,18:30:00,22:00:00,50,640,ZUH,T1,PEK,T3,CA,A320
CA1325,17:30:00,20:10:00,50,720,PEK,T3,CSX,T1,CA,A319
CA1326,21:20:00,23:50:00,50,850,CSX,T1,PEK,T3,CA,A320
CA1328,18:40:00,21:55:00,50,1100,CAN,T3,PEK,T3,CA,A321
CA1329,21:00:00,0:20:00,50,1140,PEK,T3,CAN,T3,CA,A333
CA1330,10:30:00,13:45:00,50,980,CAN,T3,PEK,T3,CA,A321
CA1331,8:00:00,11:25:00,50,790,PEK,T3,SZX,T3,CA,B789
CA1332,13:00:00,16:15:00,50,710,SZX,T3,PEK,T3,CA,A320
CA1333,17:30:00,21:05:00,50,990,PEK,T3,SZX,T3,CA,A321
CA1337,16:15:00,19:40:00,50,720,PEK,T3,SZX,T3,CA,B738
CA1338,21:00:00,0:25:00,50,850,SZX,T3,PEK,T3,CA,A333
CA1339,11:55:00,15:20:00,50,1140,PEK,T3,CAN,T3,CA,A321
CA1340,16:40:00,20:00:00,50,1060,CAN,T3,PEK,T3,CA,A320
CA1341,11:55:00,15:40:00,50,850,PEK,T3,SZX,T3,CA,A333
CA1342,17:00:00,20:45:00,50,1080,SZX,T3,PEK,T3,CA,A321
CA1343,6:45:00,9:20:00,50,710,PEK,T3,CSX,T1,CA,A321
CA1344,10:30:00,12:55:00,50,800,CSX,T1,PEK,T3,CA,B738
CA1347,10:40:00,13:55:00,50,700,PEK,T3,SWA,T1,CA,A333
CA1348,15:00:00,18:15:00,50,990,SWA,T1,PEK,T3,CA,A333
CA1349,20:00:00,22:30:00,50,680,PEK,T3,CSX,T1,CA,B738
CA1350,8:30:00,10:55:00,50,840,CSX,T1,PEK,T3,CA,A321
CA1351,8:00:00,11:20:00,50,630,PEK,T3,CAN,T3,CA,A333
CA1352,12:40:00,16:00:00,50,1070,CAN,T3,PEK,T3,CA,A321
CA1358,20:00:00,23:15:00,50,770,SZX,T3,PEK,T3,CA,A321
CA1359,7:00:00,10:25:00,50,940,PEK,T3,CAN,T3,CA,B738
CA1360,11:40:00,14:55:00,50,600,CAN,T3,PEK,T3,CA,B738
CA1361,8:15:00,12:10:00,50,690,PEK,T3,HAK,T1,CA,A333
CA1362,13:15:00,16:55:00,50,1240,HAK,T1,PEK,T3,CA,B738
CA1363,15:10:00,17:55:00,50,880,PEK,T3,CSX,T1,CA,B738
CA1364,19:10:00,21:40:00,50,800,CSX,T1,PEK,T3,CA,B737
CA1365,16:00:00,19:25:00,50,790,PEK,T3,CAN,T3,CA,B789
CA1366,20:40:00,23:55:00,50,960,CAN,T3,PEK,T3,CA,A333
CA1367,9:00:00,12:35:00,50,670,PEK,T3,SZX,T3,CA,A321
CA1368,14:00:00,17:15:00,50,760,SZX,T3,PEK,T3,CA,B738
CA1369,7:30:00,11:40:00,50,730,PEK,T3,SYX,T2,CA,A320
CA1370,12:55:00,16:55:00,50,980,SYX,T2,PEK,T3,CA,B789
CA1373,12:55:00,15:45:00,50,640,PEK,T3,CSX,T1,CA,A321
CA1374,16:45:00,19:15:00,50,920,CSX,T1,PEK,T3,CA,A320
CA1375,8:30:00,11:55:00,50,680,PEK,T3,SZX,T3,CA,B789
CA1376,13:30:00,16:55:00,50,850,SZX,T3,PEK,T3,CA,A333
CA1377,15:15:00,19:25:00,50,700,PEK,T3,SYX,T2,CA,A333
CA1378,20:40:00,0:40:00,50,1130,SYX,T2,PEK,T3,CA,B738
CA1379,19:15:00,22:35:00,50,1050,PEK,T3,CAN,T3,CA,A321
CA1380,9:15:00,12:30:00,50,790,CAN,T3,PEK,T3,CA,B738
CA1381,13:30:00,16:55:00,50,610,CAN,T3,HET,T1,CA,A333
CA1382,18:25:00,22:05:00,50,790,HET,T1,CAN,T3,CA,A321
CA1383,10:00:00,13:25:00,50,930,PEK,T3,SZX,T3,CA,B789
CA1384,15:00:00,18:15:00,50,710,SZX,T3,PEK,T3,CA,A320
CA1385,20:15:00,23:30:00,50,870,PEK,T3,CAN,T3,CA,A333
CA1386,6:25:00,9:35:00,50,900,CAN,T3,PEK,T3,CA,A321
CA1389,8:30:00,11:20:00,50,970,PEK,T3,CSX,T1,CA,A320
CA1390,12:20:00,14:50:00,50,540,CSX,T1,PEK,T3,CA,B737
CA1391,13:00:00,16:20:00,50,1060,PEK,T3,CAN,T3,CA,A333
CA1392,17:40:00,20:55:00,50,1120,CAN,T3,PEK,T3,CA,A321
CA1393,6:30:00,10:10:00,50,920,PEK,T3,SZX,T3,CA,A321
CA1394,11:25:00,14:55:00,50,930,SZX,T3,PEK,T3,CA,A320
CA1397,14:00:00,17:25:00,50,1050,PEK,T3,SZX,T3,CA,A321
CA1398,19:00:00,22:25:00,50,970,SZX,T3,PEK,T3,CA,B738
CA1399,10:00:00,12:40:00,50,610,PEK,T3,CSX,T1,CA,A321
CA1400,14:00:00,16:25:00,50,870,CSX,T1,PEK,T3,CA,A320
CA1401,16:00:00,19:00:00,50,610,PEK,T3,CTU,T2,CA,A320
CA1402,20:30:00,23:10:00,50,790,CTU,T2,PEK,T3,CA,B738
CA1403,6:40:00,10:20:00,50,810,PEK,T3,KMG,T1,CA,A321
CA1404,11:35:00,15:15:00,50,1050,KMG,T1,PEK,T3,CA,B738
CA1405,7:30:00,10:30:00,50,1090,PEK,T3,CTU,T2,CA,A321
CA1406,11:45:00,14:25:00,50,880,CTU,T2,PEK,T3,CA,B738
CA1407,16:45:00,19:40:00,50,880,PEK,T3,CTU,T2,CA,ARJ21
CA1408,21:00:00,23:40:00,50,970,CTU,T2,PEK,T3,CA,B738
CA1409,15:55:00,18:50:00,50,990,PEK,T3,CKG,T3,CA,A320
CA1410,20:20:00,22:45:00,50,740,CKG,T3,PEK,T3,CA,A320
CA1411,15:00:00,18:00:00,50,560,PEK,T3,CKG,T3,CA,B738
CA1412,19:15:00,21:40:00,50,680,CKG,T3,PEK,T3,CA,B737
CA1413,15:15:00,18:50:00,50,680,PEK,T3,KMG,T1,CA,A333
CA1415,9:30:00,12:30:00,50,750,PEK,T3,CTU,T2,CA,A333
CA1416,13:45:00,16:30:00,50,550,CTU,T2,PEK,T3,CA,ARJ21
CA1417,12:35:00,15:35:00,50,1010,PEK,T3,TFU,T2,CA,A333
CA1418,16:40:00,19:25:00,50,1030,TFU,T2,PEK,T3,CA,B738
CA1421,8:30:00,11:25:00,50,880,PEK,T3,CTU,T2,CA,A320
CA1422,12:45:00,15:25:00,50,840,CTU,T2,PEK,T3,CA,A320
CA1423,14:25:00,18:55:00,50,970,PEK,T2,JHG,T1,CA,B738
CA1424,19:40:00,23:40:00,50,1090,JHG,T1,PEK,T3,CA,B738
CA1425,17:45:00,20:45:00,50,720,PEK,T3,CTU,T2,CA,B738
CA1426,22:00:00,0:45:00,50,930,CTU,T2,PEK,T3,CA,A320
CA1429,8:45:00,11:45:00,50,910,PEK,T3,CKG,T3,CA,A321
